""	"title"	"geo_accession"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"treatment_protocol_ch1"	"growth_protocol_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"extract_protocol_ch1.1"	"extract_protocol_ch1.2"	"taxid_ch1"	"data_processing"	"data_processing.1"	"data_processing.2"	"platform_id"	"contact_name"	"contact_email"	"contact_institute"	"contact_address"	"contact_city"	"contact_zip.postal_code"	"contact_country"	"data_row_count"	"instrument_model"	"library_selection"	"library_source"	"library_strategy"	"relation"	"relation.1"	"supplementary_file_1"	"age.ch1"	"embryo.ch1"	"genotype.ch1"	"tissue.ch1"
"GSM2930720"	"Mouse embryo cell EB_1899"	"GSM2930720"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350737"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552667"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930721"	"Mouse embryo cell EB_1897"	"GSM2930721"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350729"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552668"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930722"	"Mouse embryo cell EB_1913"	"GSM2930722"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350736"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552669"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930723"	"Mouse embryo cell EB_1909"	"GSM2930723"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350735"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552670"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930724"	"Mouse embryo cell EB_1912"	"GSM2930724"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350734"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552671"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930725"	"Mouse embryo cell EB_1908"	"GSM2930725"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350733"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552672"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930726"	"Mouse embryo cell EB_1907"	"GSM2930726"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350732"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552673"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930727"	"Mouse embryo cell EB_1911"	"GSM2930727"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350731"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552674"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930728"	"Mouse embryo cell EB_1921"	"GSM2930728"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350730"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552675"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930729"	"Mouse embryo cell EB_1922"	"GSM2930729"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350728"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552676"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930730"	"Mouse embryo cell EB_1917"	"GSM2930730"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350727"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552677"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
